company_top5,title,location,avg_experience,avg_base_salary
AMAZON,"HARDWARE ENGINEER","San Jose, CA",3,121000
OTHERS,"MECHANICAL ENGINEER","Santa Clara, CA",1.8333333333333333,121000
OTHERS,"PRODUCT MANAGER","Ottawa, ON, Canada",16,121000
OTHERS,"PRODUCT DESIGNER","Minneapolis, MN",8,121000
OTHERS,"SOLUTION ARCHITECT","Richmond, VA",9,121000
OTHERS,"HUMAN RESOURCES","Zurich, ZH, Switzerland",10,121000
OTHERS,"SOFTWARE ENGINEER","Dublin, OH",8,121000
OTHERS,"SOFTWARE ENGINEER","Austin, TX",6.670103092783505,120897.64359351988
OTHERS,"SOFTWARE ENGINEER","Provo, UT",3.9411764705882355,120882.35294117648
MICROSOFT,SALES,"Washington, DC",10,120833.33333333333
OTHERS,"SOFTWARE ENGINEER","Goleta, CA",2.65,120800
OTHERS,"MANAGEMENT CONSULTANT","Parsippany, NJ",8,120666.66666666667
OTHERS,"PRODUCT MANAGER","Bentonville, AR",7.3,120600
OTHERS,MARKETING,"Roseland, NJ",7.5,120500
OTHERS,RECRUITER,"New York, NY",6.863636363636363,120500
OTHERS,"SOFTWARE ENGINEER","Arlington, VA",3.0547945205479454,120410.95890410959
AMAZON,"HUMAN RESOURCES","Virginia Beach, VA",7,120000
AMAZON,"SOFTWARE ENGINEERING MANAGER","Dublin, DN, Ireland",20,120000
AMAZON,RECRUITER,"Herndon, VA",15,120000
AMAZON,MARKETING,"Culver City, CA",5,120000
AMAZON,SALES,"Tokyo, TY, Japan",9.5,120000
AMAZON,"HARDWARE ENGINEER","Haifa, HA, Israel",10,120000
APPLE,"HARDWARE ENGINEER","Haifa, HA, Israel",4,120000
OTHERS,"MECHANICAL ENGINEER","San Jose, CA",4,120000
OTHERS,"HUMAN RESOURCES","Los Angeles, CA",8.666666666666666,120000
OTHERS,"TECHNICAL PROGRAM MANAGER","Edinburgh, SC, United Kingdom",15,120000
OTHERS,"MANAGEMENT CONSULTANT","Oakland, CA",9,120000
OTHERS,"DATA SCIENTIST","McLean, TX",4,120000
OTHERS,"TECHNICAL PROGRAM MANAGER","Istanbul, IB, Turkey",18,120000
OTHERS,"MECHANICAL ENGINEER","Rockford, IL",11,120000
OTHERS,"SOFTWARE ENGINEER","Virginia Beach, VA",4,120000
OTHERS,MARKETING,"Hopkinton, MA",20,120000
OTHERS,MARKETING,"Birmingham, EN, United Kingdom",10,120000
OTHERS,"TECHNICAL PROGRAM MANAGER","Fairfax, VA",15,120000
OTHERS,"SOFTWARE ENGINEER","Saratoga Springs, NY",9,120000
GOOGLE,"SOFTWARE ENGINEER","Torrance, CA",5,120000
GOOGLE,"TECHNICAL PROGRAM MANAGER","Suitland, MD",7,120000
GOOGLE,RECRUITER,"Atlanta, GA",14,120000
GOOGLE,RECRUITER,"Sunnyvale, CA",4,120000
GOOGLE,"SOFTWARE ENGINEERING MANAGER","Sembawang, SG, Singapore",1,120000
OTHERS,"MANAGEMENT CONSULTANT","Zurich, ZH, Switzerland",10.5,120000
OTHERS,"PRODUCT DESIGNER","Boston, AR",1,120000
OTHERS,"SOFTWARE ENGINEER","Southbury, CT",3,120000
OTHERS,"SOLUTION ARCHITECT","Denver City, TX",16,120000
OTHERS,"SOFTWARE ENGINEER","Albuquerque, NM",5.375,120000
OTHERS,"PRODUCT DESIGNER","South Jordan, UT",7,120000
OTHERS,"MECHANICAL ENGINEER","Redwood City, CA",4,120000
OTHERS,"MECHANICAL ENGINEER","Wichita, KS",6,120000
OTHERS,"SOFTWARE ENGINEER","Tel Aviv, Israel",15,120000
OTHERS,"SOLUTION ARCHITECT","Milpitas, CA",7,120000
OTHERS,"PRODUCT MANAGER","Natick, MA",11,120000
MICROSOFT,SALES,"Reading, EN, United Kingdom",21,120000
OTHERS,RECRUITER,"Indianapolis, IN",4,120000
OTHERS,"SOFTWARE ENGINEER","Murray Hill, NJ",4,120000
OTHERS,"HARDWARE ENGINEER","Raanana, HM, Israel",5,120000
ORACLE,"TECHNICAL PROGRAM MANAGER","Boston, MA",20,120000
ORACLE,"DATA SCIENTIST","Herndon, VA",3,120000
ORACLE,"SOFTWARE ENGINEERING MANAGER","Orlando, FL",14,120000
ORACLE,"PRODUCT DESIGNER","Charlotte, NC",14,120000
OTHERS,"PRODUCT DESIGNER","Draper, UT",5,120000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Frankfurt, HE, Germany",13.5,120000
OTHERS,"SOFTWARE ENGINEER","Sandy, UT",6,120000
OTHERS,"PRODUCT DESIGNER","Boulder, CO",3,120000
OTHERS,"PRODUCT DESIGNER","Owings Mills, MD",12,120000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Guangzhou, GD, China",10,120000
OTHERS,"PRODUCT MANAGER","Hollywood, CA",6,120000
OTHERS,"MANAGEMENT CONSULTANT","Seoul, KG, Korea, South",20,120000
OTHERS,"HARDWARE ENGINEER","Kfar saba, HM, Israel",5,120000
OTHERS,"SOFTWARE ENGINEER","Champaign, IL",2.5,119833.33333333333
OTHERS,"PRODUCT DESIGNER","Philadelphia, PA",5,119714.28571428571
OTHERS,"SOFTWARE ENGINEER","Burbank, CA",5.444444444444445,119666.66666666667
OTHERS,"PRODUCT MANAGER","Pittsburgh, PA",9,119600
GOOGLE,"SOFTWARE ENGINEER","Pittsburgh, PA",4.571428571428571,119571.42857142857
OTHERS,"HARDWARE ENGINEER","Phoenix, AZ",8.444444444444445,119555.55555555556
ORACLE,"DATA SCIENTIST","Denver, CO",2.75,119500
GOOGLE,"SOFTWARE ENGINEERING MANAGER","Sydney, NS, Australia",12,119333.33333333333
OTHERS,"HARDWARE ENGINEER","Boxborough, MA",4.333333333333333,119166.66666666667
AMAZON,"SOFTWARE ENGINEER","Pittsburgh, PA",4.25,119000
AMAZON,"PRODUCT MANAGER","Dublin, DN, Ireland",11.333333333333334,119000
AMAZON,"PRODUCT MANAGER","Seal Beach, CA",12,119000
OTHERS,"SOFTWARE ENGINEER","Lake Charles, LA",15,119000
OTHERS,"SOFTWARE ENGINEER","Canberra, CT, Australia",10.333333333333334,119000
OTHERS,"SOFTWARE ENGINEER","Chicago Heights, IL",2,119000
OTHERS,"SOFTWARE ENGINEER","Honolulu, HI",2.5,119000
GOOGLE,"MANAGEMENT CONSULTANT","Washington, DC",7,119000
ORACLE,"SOFTWARE ENGINEER","Durham, NC",25,119000
OTHERS,RECRUITER,"Portland, OR",11,119000
OTHERS,"DATA SCIENTIST","Chicago, IL",4.525,118775
OTHERS,"SOLUTION ARCHITECT","Minneapolis, MN",6.25,118750
OTHERS,"SOFTWARE ENGINEER","Fort Lauderdale, FL",6.558139534883721,118744.18604651163
OTHERS,"SOFTWARE ENGINEER","Morrisville, NC",8.642857142857142,118714.28571428571
OTHERS,"SOFTWARE ENGINEER","Saint Louis, MI",5.5,118500
OTHERS,"SOFTWARE ENGINEER","Beaverton, OR",5.962962962962963,118481.48148148147
OTHERS,"SOFTWARE ENGINEER","Bethesda, MD",9.6,118200
OTHERS,"SOFTWARE ENGINEER","Roseville, CA",4,118000
OTHERS,"HUMAN RESOURCES","Seattle, WA",11.142857142857142,118000
OTHERS,"SOFTWARE ENGINEER","McLean, TX",3,118000
OTHERS,"DATA SCIENTIST","Memphis, TN",12.5,118000
OTHERS,"PRODUCT MANAGER","Louisville, KY",20,118000
OTHERS,"HARDWARE ENGINEER","Colorado Springs, CO",12,118000
MICROSOFT,"SOFTWARE ENGINEER","Santa Monica, CA",0,118000
OTHERS,"SOFTWARE ENGINEER","Holon, TA, Israel",10,118000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Waterloo, ON, Canada",26,118000
ORACLE,SALES,"Tokyo, TY, Japan",24,118000
ORACLE,"PRODUCT DESIGNER","Redwood City, CA",2.3,118000
OTHERS,"SOFTWARE ENGINEER","Newton, MA",6.5,118000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Sofia, SF, Bulgaria",19,118000
OTHERS,"HARDWARE ENGINEER","Dallas, TX",7.666666666666667,117833.33333333333
OTHERS,"DATA SCIENTIST","Philadelphia, PA",4.125,117750
OTHERS,"SOFTWARE ENGINEER","Thousand Oaks, CA",6,117666.66666666667
OTHERS,"SOFTWARE ENGINEER","Dublin, CA",8.666666666666666,117666.66666666667
OTHERS,"DATA SCIENTIST","Austin, TX",3.16,117640
OTHERS,"PRODUCT MANAGER","Singapore, SG, Singapore",8.454545454545455,117636.36363636363
AMAZON,"MECHANICAL ENGINEER","Herndon, VA",5.5,117500
AMAZON,"BUSINESS ANALYST","Arlington, VA",8,117500
APPLE,"HARDWARE ENGINEER","Stuttgart, BW, Germany",10,117500
OTHERS,"MANAGEMENT CONSULTANT","Dubai, DU, United Arab Emirates",6,117500
OTHERS,"SOFTWARE ENGINEER","Warren, NJ",11.5,117500
OTHERS,"SOFTWARE ENGINEER","Columbia, MO",8.25,117500
OTHERS,RECRUITER,"Cambridge, MA",6,117500
OTHERS,"SOLUTION ARCHITECT","Dearborn, MI",9,117500
OTHERS,"HARDWARE ENGINEER","Sacramento, CA",7,117500
OTHERS,"HARDWARE ENGINEER","Tualatin, OR",3.5,117500
OTHERS,"SOFTWARE ENGINEER","Philadelphia, PA",7.254716981132075,117462.2641509434
OTHERS,"HUMAN RESOURCES","Atlanta, GA",18.333333333333332,117333.33333333333
OTHERS,"PRODUCT DESIGNER","Austin, TX",6.595238095238095,117190.47619047618
OTHERS,SALES,"New York, NY",7.964285714285714,117107.14285714286
OTHERS,"PRODUCT DESIGNER","Saint Paul, MN",7,117000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Munich, BY, Germany",10,117000
AMAZON,RECRUITER,"San Diego, CA",9.666666666666666,117000
OTHERS,"SOFTWARE ENGINEER","Rehovot, HM, Israel",11,117000
OTHERS,RECRUITER,"Sunnyvale, CA",5.8,117000
OTHERS,"SOFTWARE ENGINEER","Vermont, IL",10.5,117000
OTHERS,SALES,"San Diego, CA",4.5,117000
OTHERS,"BUSINESS ANALYST","Hermitage, TN",20,117000
OTHERS,"SOLUTION ARCHITECT","Kansas City, KS",24,117000
GOOGLE,SALES,"Detroit, MI",15,117000
OTHERS,"PRODUCT DESIGNER","Raleigh, NC",4.5,117000
OTHERS,"SOFTWARE ENGINEER","La Canada Flintridge, CA",4,117000
ORACLE,"SOFTWARE ENGINEERING MANAGER","Bengaluru, KA, India",20,117000
ORACLE,"DATA SCIENTIST","Colorado Springs, CO",7,117000
ORACLE,MARKETING,"Redwood City, CA",6,117000
OTHERS,MARKETING,"Boston, MA",7.5,116900
OTHERS,SALES,"Austin, TX",9.428571428571429,116857.14285714286
OTHERS,"PRODUCT DESIGNER","Richmond, VA",7,116666.66666666667
OTHERS,"PRODUCT DESIGNER","Pittsburgh, PA",6.5,116666.66666666667
OTHERS,"SOFTWARE ENGINEER","Salt Lake City, UT",6.056338028169014,116633.80281690141
OTHERS,"SOFTWARE ENGINEER","Falls Church, VA",3.6,116600
OTHERS,"SOFTWARE ENGINEER","Copenhagen , SK, Denmark",5,116500
OTHERS,"PRODUCT MANAGER","Kansas City, MO",10.5,116500
AMAZON,"HUMAN RESOURCES","Austin, TX",16.25,116250
OTHERS,"SOFTWARE ENGINEER","Tel Aviv, TA, Israel",8.590909090909092,116064.93506493507
AMAZON,"TECHNICAL PROGRAM MANAGER","Glasgow, SC, United Kingdom",15,116000
AMAZON,"SOFTWARE ENGINEER","Westborough, MA",0,116000
AMAZON,"HUMAN RESOURCES","Dallas, TX",13.5,116000
AMAZON,"SOFTWARE ENGINEER","Baltimore, MD",0,116000
AMAZON,"SOFTWARE ENGINEER","Athens, GA",0,116000
AMAZON,"BUSINESS ANALYST","Boston, MA",6,116000
APPLE,"DATA SCIENTIST","London, EN, United Kingdom",3,116000
OTHERS,"HUMAN RESOURCES","California City, CA",6.5,116000
OTHERS,"MECHANICAL ENGINEER","Richmond, CA",4,116000
OTHERS,"SOLUTION ARCHITECT","Harrisburg, PA",10,116000
OTHERS,"PRODUCT MANAGER","Costa Mesa, CA",7.5,116000
OTHERS,"HUMAN RESOURCES","Dearborn, MI",10,116000
OTHERS,"PRODUCT DESIGNER","Columbus, OH",6,116000
MICROSOFT,MARKETING,"Singapore, SG, Singapore",7.5,116000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Fremont, CA",14.5,116000
ORACLE,"SOFTWARE ENGINEER","Philadelphia, PA",6,116000
ORACLE,"SOFTWARE ENGINEER","Morrisville, NC",6.5,116000
OTHERS,"DATA SCIENTIST","Farmington, UT",3,116000
OTHERS,"SOFTWARE ENGINEER","Mc Lean, VA",5.097560975609756,115926.82926829268
AMAZON,"SOLUTION ARCHITECT","Munich, BY, Germany",9.8,115800
MICROSOFT,"SOFTWARE ENGINEER","Montreal, QC, Canada",12.75,115750
OTHERS,"DATA SCIENTIST","Arlington, VA",4.642857142857143,115714.28571428571
AMAZON,RECRUITER,"Boston, MA",12.666666666666666,115666.66666666667
OTHERS,"SOFTWARE ENGINEER","Herndon, VA",7.479166666666667,115666.66666666667
OTHERS,"SOFTWARE ENGINEER","Herzliyya, TA, Israel",11.285714285714286,115571.42857142857
OTHERS,"HARDWARE ENGINEER","Dulles, VA",11.5,115500
AMAZON,RECRUITER,"New York, NY",7.555555555555555,115444.44444444444
OTHERS,"SOLUTION ARCHITECT","Kansas City, MO",9.333333333333334,115333.33333333333
OTHERS,"SOFTWARE ENGINEER","Santa Rosa, CA",7.666666666666667,115333.33333333333
OTHERS,"SOFTWARE ENGINEER","Lake Forest, CA",9.666666666666666,115333.33333333333
OTHERS,"SOFTWARE ENGINEER","Murray, UT",5.6,115200
OTHERS,"HUMAN RESOURCES","Boston, MA",7.2,115200
OTHERS,"SOFTWARE ENGINEER","Round Rock, TX",7.785714285714286,115142.85714285714
OTHERS,"SOFTWARE ENGINEERING MANAGER","Bangkok, BM, Thailand",15,115000
AMAZON,"SOFTWARE ENGINEER","Orange, CA",0,115000
AMAZON,"PRODUCT MANAGER","Berlin, BE, Germany",8.333333333333334,115000
AMAZON,"BUSINESS ANALYST","Phoenix, AZ",7,115000
AMAZON,"MANAGEMENT CONSULTANT","Luxembourg, LU, Luxembourg",10,115000
AMAZON,SALES,"Arlington, VA",6.666666666666667,115000
AMAZON,"HARDWARE ENGINEER","Arlington, VA",2,115000
AMAZON,"SOFTWARE ENGINEER","Fairfax, VA",0,115000
AMAZON,"BUSINESS ANALYST","Palo Alto, CA",3,115000
AMAZON,"MECHANICAL ENGINEER","Westborough, MA",5,115000
APPLE,"SOFTWARE ENGINEER","Sacramento, CA",7,115000
OTHERS,"SOFTWARE ENGINEER","Lod, HM, Israel",13,115000
OTHERS,"MANAGEMENT CONSULTANT","Frankfurt, HE, Germany",6,115000
OTHERS,"MECHANICAL ENGINEER","Florida, NY",3,115000
OTHERS,"BUSINESS ANALYST","Westport, CT",2,115000
OTHERS,"PRODUCT DESIGNER","Vienna, VA",5,115000
OTHERS,"SOFTWARE ENGINEER","Virgilina, VA",2,115000
OTHERS,"BUSINESS ANALYST","Milpitas, CA",5.5,115000
OTHERS,"SOFTWARE ENGINEER","East Rutherford, NJ",2,115000
OTHERS,"SOFTWARE ENGINEER","Ohio City, OH",3,115000
OTHERS,"DATA SCIENTIST","Zurich, ZH, Switzerland",1.75,115000
OTHERS,MARKETING,"Brooklyn, NY",8,115000
OTHERS,"SOFTWARE ENGINEER","Ballston Spa, NY",8.5,115000
OTHERS,"DATA SCIENTIST","Redmond, WA",5,115000
GOOGLE,"PRODUCT DESIGNER","London, EN, United Kingdom",9,115000
GOOGLE,"SOLUTION ARCHITECT","Munich, BY, Germany",11,115000
OTHERS,"HARDWARE ENGINEER","Sacramento, PA",6,115000
OTHERS,"SOFTWARE ENGINEER","Loveland, CO",2,115000
OTHERS,"TECHNICAL PROGRAM MANAGER","Orlando, FL",11,115000
OTHERS,"BUSINESS ANALYST","Montreal, QC, Canada",4,115000
MICROSOFT,"TECHNICAL PROGRAM MANAGER","London, EN, United Kingdom",7,115000
MICROSOFT,"DATA SCIENTIST","San Juan Bautista, CA",16,115000
MICROSOFT,"SOFTWARE ENGINEERING MANAGER","Cambridge, EN, United Kingdom",8,115000
ORACLE,"SOLUTION ARCHITECT","Burlington, MA",15.5,115000
ORACLE,"TECHNICAL PROGRAM MANAGER","Washington, DC",8,115000
ORACLE,"SOFTWARE ENGINEER","Bedford, MA",10,115000
ORACLE,"TECHNICAL PROGRAM MANAGER","Fairfax, VA",6,115000
ORACLE,"SOFTWARE ENGINEER","Boulder, CO",7,115000
OTHERS,"SOFTWARE ENGINEER","Midvale, UT",6,115000
OTHERS,"SOFTWARE ENGINEER","Kalamazoo, MI",10,115000
OTHERS,"HUMAN RESOURCES","Oakland, CA",4,115000
OTHERS,RECRUITER,"Burbank, CA",9,115000
OTHERS,RECRUITER,"Eden Prairie, MN",5,115000
OTHERS,"PRODUCT MANAGER","Baltimore, MD",3,115000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Hamburg, HH, Germany",11,115000
OTHERS,"DATA SCIENTIST","Houston, TX",3.142857142857143,114857.14285714286
OTHERS,"BUSINESS ANALYST","Seattle, WA",7.541666666666667,114791.66666666667
OTHERS,"SOFTWARE ENGINEER","Las Vegas, NV",4,114750
AMAZON,"TECHNICAL PROGRAM MANAGER","Berlin, BE, Germany",10.6,114600
OTHERS,RECRUITER,"Vancouver, BC, Canada",6.2,114600
OTHERS,"DATA SCIENTIST","Minneapolis, MN",5,114600
OTHERS,"SOFTWARE ENGINEER","Gainesville, FL",4.5,114500
OTHERS,"SOFTWARE ENGINEER","Pennington, NJ",5.5,114500
OTHERS,"SOFTWARE ENGINEER","Hillsboro, OR",7.818181818181818,114444.44444444444
AMAZON,"SOLUTION ARCHITECT","Sydney, NS, Australia",8.5,114400
OTHERS,"SOFTWARE ENGINEER","Boca Raton, FL",5,114333.33333333333
OTHERS,"SOFTWARE ENGINEER","Minneapolis, MN",5.931818181818182,114325.75757575757
OTHERS,"SOFTWARE ENGINEER","Scottsdale, AZ",6.121212121212121,114303.0303030303
OTHERS,"SOFTWARE ENGINEER","Kent, WA",3.6666666666666665,114166.66666666667
OTHERS,"SOFTWARE ENGINEER","Atlanta, GA",6.003703703703704,114125.92592592593
OTHERS,"PRODUCT MANAGER","Minneapolis, MN",8.416666666666666,114000
OTHERS,"SOFTWARE ENGINEER","Farmington, CT",7,114000
OTHERS,"TECHNICAL PROGRAM MANAGER","Sydney, NS, Australia",12,114000
GOOGLE,"TECHNICAL PROGRAM MANAGER","Toronto, ON, Canada",10.5,114000
GOOGLE,MARKETING,"Melbourne, VI, Australia",5,114000
OTHERS,"MECHANICAL ENGINEER","Palmdale, CA",6,114000
OTHERS,"HARDWARE ENGINEER","Cape Canaveral, FL",6,114000
OTHERS,"MECHANICAL ENGINEER","Newark, CA",3.5,114000
OTHERS,"HARDWARE ENGINEER","Plantation Acres, FL",4.666666666666667,114000
OTHERS,"SOFTWARE ENGINEER","Pasir Ris, SG, Singapore",5,114000
OTHERS,"SOFTWARE ENGINEER","Richmond, VA",5.465116279069767,113976.74418604652
OTHERS,"PRODUCT DESIGNER","Nashville, TN",6.75,113750
OTHERS,"SOFTWARE ENGINEER","Glendale, CA",5.625,113750
MICROSOFT,"SOFTWARE ENGINEER","Atlanta, GA",2.8947368421052633,113710.52631578948
OTHERS,"SOFTWARE ENGINEER","Cary, NC",7.368421052631579,113684.21052631579
OTHERS,"SOFTWARE ENGINEER","Folsom, CA",9.170212765957446,113638.29787234042
OTHERS,"MECHANICAL ENGINEER","Fremont, CA",4.0476190476190474,113476.19047619047
OTHERS,"SOFTWARE ENGINEERING MANAGER","Vancouver, BC, Canada",9.428571428571429,113428.57142857143
OTHERS,"MANAGEMENT CONSULTANT","London, EN, United Kingdom",7.222222222222222,113370.37037037036
OTHERS,"SOFTWARE ENGINEER","Indianapolis, IN",7.441860465116279,113348.83720930232
OTHERS,"TECHNICAL PROGRAM MANAGER","Plano, TX",13.666666666666666,113333.33333333333
GOOGLE,RECRUITER,"Seattle, WA",6,113200
OTHERS,"SOFTWARE ENGINEER","Madison, WI",4.550724637681159,113144.92753623189
OTHERS,"BUSINESS ANALYST","Portland, OR",10.833333333333334,113000
OTHERS,"MECHANICAL ENGINEER","Pittsburgh, PA",0,113000
OTHERS,"SOFTWARE ENGINEER","Wayne, PA",12,113000
OTHERS,"BUSINESS ANALYST","Harrisburg, PA",14,113000
OTHERS,"HUMAN RESOURCES","Vancouver, BC, Canada",8,113000
OTHERS,"DATA SCIENTIST","Dearborn, MI",8,113000
OTHERS,"HARDWARE ENGINEER","London, EN, United Kingdom",1,113000
OTHERS,"PRODUCT MANAGER","Cincinnati, OH",10,113000
ORACLE,"MANAGEMENT CONSULTANT","Arlington, VA",6,113000
OTHERS,RECRUITER,"Basking Ridge, NJ",26,113000
OTHERS,"PRODUCT DESIGNER","Vancouver, BC, Canada",6.5,112875
AMAZON,SALES,"Seattle, WA",6.142857142857143,112761.90476190476
AMAZON,"SOFTWARE ENGINEER","North Reading, MA",2.625,112750
OTHERS,"SOFTWARE ENGINEER","Carpinteria, CA",4,112666.66666666667
MICROSOFT,"SOLUTION ARCHITECT","Melbourne, VI, Australia",10.666666666666666,112666.66666666667
OTHERS,"SOFTWARE ENGINEER","Eden Prairie, MN",4,112666.66666666667
ORACLE,SALES,"San Francisco, CA",8,112500
OTHERS,"SOFTWARE ENGINEER","Chantilly, VA",4.166666666666667,112500
AMAZON,"DATA SCIENTIST","Vancouver, BC, Canada",6,112500
OTHERS,"SOFTWARE ENGINEER","O Fallon, MO",6.666666666666667,112333.33333333333
OTHERS,"MECHANICAL ENGINEER","San Diego, CA",7.9,112300
OTHERS,"SOFTWARE ENGINEER","Manhattan, NY",5,112166.66666666667
OTHERS,"SOFTWARE ENGINEERING MANAGER","Amsterdam, NH, Netherlands",9.666666666666666,112111.11111111111
OTHERS,"SOFTWARE ENGINEER","Dallas, TX",6.105485232067511,112092.8270042194
AMAZON,"SOFT ENGINEER","Seattle, WA",2,112000
AMAZON,"TECHNICAL PROGRAM MANAGER","London, EN, United Kingdom",16.5,112000
OTHERS,"PRODUCT MANAGER","Watertown, MA",4,112000
OTHERS,"SOFTWARE ENGINEER","North Houston, TX",3,112000
GOOGLE,"SOFTWARE ENGINEERING MANAGER","Bangalore, KA, India",17,112000
OTHERS,"DATA SCIENTIST","Columbus, OH",3.75,112000
OTHERS,"SOLUTION ARCHITECT","Costa Mesa, CA",3,112000
OTHERS,"MECHANICAL ENGINEER","Rochester, NY",5,112000
OTHERS,"SOFTWARE ENGINEER","Arlington Heights, IL",6,112000
OTHERS,MARKETING,"San Mateo, CA",5.5,112000
OTHERS,"SOFTWARE ENGINEER","Rogers, AR",18,112000
OTHERS,"HARDWARE ENGINEER","Hudson, MA",5.857142857142857,111857.14285714286
MICROSOFT,"HUMAN RESOURCES","Seattle, WA",8.833333333333334,111833.33333333333
OTHERS,"SOFTWARE ENGINEER","London, EN, United Kingdom",6.153368794326241,111780.14184397164
OTHERS,"BUSINESS ANALYST","Richmond, VA",4.666666666666667,111777.77777777778
OTHERS,"SOLUTION ARCHITECT","Paris, IL, France",13.666666666666666,111666.66666666667
OTHERS,"SOFTWARE ENGINEER","Newtown Square, PA",9.285714285714286,111571.42857142857
MICROSOFT,SALES,"Bellevue, WA",5,111500
AMAZON,"SOFTWARE ENGINEER","Tel Aviv, TA, Israel",4,111500
AMAZON,"SOFTWARE ENGINEER","Brisbane, QL, Australia",1.5,111500
OTHERS,"DATA SCIENTIST","Madison, WI",4,111500
OTHERS,"PRODUCT MANAGER","Everett, WA",7.5,111500
OTHERS,SALES,"Cincinnati, OH",13,111500
OTHERS,"MECHANICAL ENGINEER","Portland, OR",8.8,111200
OTHERS,"PRODUCT MANAGER","Toronto, ON, Canada",10.44,111160
AMAZON,"BUSINESS ANALYST","Washington, DC",4,111000
AMAZON,"SOFTWARE ENGINEER","Sydney, NS, Australia",7.5,111000
OTHERS,"PRODUCT DESIGNER","North Charleston, SC",5,111000
OTHERS,"DATA SCIENTIST","Durham, NC",1,111000
OTHERS,"SOFTWARE ENGINEER","San Diego, TX",1,111000
MICROSOFT,SALES,"Hong Kong, HK, Hong Kong (SAR)",5,111000
OTHERS,"MANAGEMENT CONSULTANT","Nashville, TN",3,111000
OTHERS,"HARDWARE ENGINEER","Manchester, NH",5,111000
OTHERS,"SOFTWARE ENGINEER","Houston, TX",6.261682242990654,110907.47663551402
OTHERS,"DATA SCIENTIST","Charlotte, NC",5.133333333333334,110866.66666666667
OTHERS,"PRODUCT DESIGNER","Dallas, TX",10.6,110800
OTHERS,SALES,"Los Angeles, CA",7.75,110750
MICROSOFT,RECRUITER,"Seattle, WA",5.666666666666667,110666.66666666667
OTHERS,"SOFTWARE ENGINEER","Plantation Acres, FL",2,110500
OTHERS,"HARDWARE ENGINEER","Pasadena, CA",5.5,110500
OTHERS,SALES,"Washington, DC",4.5,110500
ORACLE,"SOFTWARE ENGINEER","Naples, FL",21.5,110500
OTHERS,"DATA SCIENTIST","Newtown Square, PA",9,110500
OTHERS,"SOFTWARE ENGINEER","Tempe, AZ",5.392857142857143,110428.57142857143
AMAZON,"SOLUTION ARCHITECT","London, EN, United Kingdom",7.833333333333333,110416.66666666667
OTHERS,"DATA SCIENTIST","Dallas, TX",4.409090909090909,110409.09090909091
OTHERS,"MECHANICAL ENGINEER","Los Angeles, CA",4.111111111111111,110333.33333333333
OTHERS,"SOFTWARE ENGINEER","Norfolk, VA",4.111111111111111,110333.33333333333
OTHERS,"SOFTWARE ENGINEER","Woonsocket, RI",7.666666666666667,110333.33333333333
OTHERS,RECRUITER,"Boston, MA",7.363636363636363,110272.72727272728
OTHERS,"SOFTWARE ENGINEER","Norwalk, CT",4.529411764705882,110235.29411764706
OTHERS,"SOFTWARE ENGINEER","Raanana, HM, Israel",10.4,110200
OTHERS,"SOFTWARE ENGINEER","Sacramento, CA",7.5,110100
OTHERS,"HUMAN RESOURCES","Irving, TX",20,110000
OTHERS,"PRODUCT DESIGNER","Hong Kong, HK, Hong Kong (SAR)",8,110000
OTHERS,"PRODUCT DESIGNER","Alpharetta, GA",5,110000
AMAZON,"SOLUTION ARCHITECT","Birmingham, AL",1,110000
AMAZON,"PRODUCT MANAGER","Shanghai, SH, China",15,110000
AMAZON,SALES,"Los Angeles, CA",11,110000
AMAZON,"HUMAN RESOURCES","Tokyo, TY, Japan",10,110000
AMAZON,"HUMAN RESOURCES","Las Vegas, NV",10,110000
OTHERS,"HARDWARE ENGINEER","Toronto, ON, Canada",8.75,110000
OTHERS,"PRODUCT MANAGER","Reston, VA",5,110000
APPLE,"TECHNICAL PROGRAM MANAGER","Munich, BY, Germany",15,110000
APPLE,RECRUITER,"Austin, TX",7,110000
APPLE,"HARDWARE ENGINEER","Cambridge, EN, United Kingdom",9,110000
OTHERS,"BUSINESS ANALYST","Wilton, CT",5,110000
OTHERS,"SOFTWARE ENGINEER","Bellevue, ID",1,110000
OTHERS,"TECHNICAL PROGRAM MANAGER","Kent, WA",5,110000
OTHERS,"PRODUCT DESIGNER","Amstelveen, NH, Netherlands",9,110000
OTHERS,"DATA SCIENTIST","West McLean, VA",0,110000
OTHERS,"HARDWARE ENGINEER","Sandisfield, MA",1,110000
OTHERS,"TECHNICAL PROGRAM MANAGER","Waukegan, IL",18,110000
OTHERS,"PRODUCT DESIGNER","Issaquah, WA",6,110000
OTHERS,"SOFTWARE ENGINEER","Beer-Sheva, HD, Israel",9,110000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Baton Rouge, LA",9,110000
OTHERS,"SOFTWARE ENGINEER","Point Richmond, CA",0,110000
OTHERS,"TECHNICAL PROGRAM MANAGER","Madison, WI",5,110000
